repo,childSha,parentSha,childBranch,timestamp,newHitLines,newNonHitLines,newFileHitLines,newFileNonHitLines,deletedLinesTested,deletedLinesNotTested,deletedFileLinesTested,deletedFileLinesNotTested,oldLinesNewlyTested,oldLinesNoLongerTested,modifiedLinesNewlyHit,modifiedLinesStillHit,modifiedLinesNotHit,nStatementsInBoth,nStatementsInEither,totalStatementsHitNow,totalStatementsHitPrev,totalStatementsNow,totalStatementsPrev,insFilesSrc,insFilesTest,modFilesSrc,modFilesTest,delFilesSrc,delFilesTest,newLinesSrc,newLinesTest,delLinesSrc,delLinesTest,insLinesAllFiles,delLinesAllFiles
F5Networks/k8s-bigip-ctlr,256764b8f090ea2d19bfbe797777557751fd8ddc,c8ca85f076baa838db2ed85ac63dcead4fa65e0a,HEAD,1513028389,64,0,0,0,54,0,0,0,0,4,0,0,0,3876,3998,3940,3934,5166,5102,0,0,2,1,0,0,74,6,60,6,80,66,
F5Networks/k8s-bigip-ctlr,c8ca85f076baa838db2ed85ac63dcead4fa65e0a,7b116f7106ba559727820b452720bbcf050e8f7a,HEAD,1512690046,0,0,0,0,0,0,0,0,4,0,0,0,0,3930,3934,3934,3930,5156,5156,0,0,0,0,0,0,0,0,0,0,2,2,
F5Networks/k8s-bigip-ctlr,7b116f7106ba559727820b452720bbcf050e8f7a,9781706c050e33eb276e78248c56388a1a8c960b,HEAD,1512677685,0,0,0,0,0,0,0,0,0,4,0,0,0,3930,3934,3930,3934,5156,5156,0,0,0,0,0,0,0,0,0,0,2,0,
F5Networks/k8s-bigip-ctlr,9781706c050e33eb276e78248c56388a1a8c960b,823c3c67b7a7f90ca409d725818bb3a12b69eb85,HEAD,1512586801,6,1,0,0,5,1,0,0,4,0,0,0,0,3924,3939,3934,3929,5156,5150,0,0,1,1,0,0,14,3,8,11,19,21,
F5Networks/k8s-bigip-ctlr,823c3c67b7a7f90ca409d725818bb3a12b69eb85,37b6de526f195ebbbb201e7f0ffb1c2eac6a2274,HEAD,1512402779,0,3,0,0,0,1,0,0,0,0,0,0,0,3929,3929,3929,3929,5155,5153,0,0,1,0,0,0,3,0,1,0,6,3,
F5Networks/k8s-bigip-ctlr,37b6de526f195ebbbb201e7f0ffb1c2eac6a2274,d80310da3fccf69f7afdc4f08e445dd6e062f174,HEAD,1512150333,0,0,0,0,0,0,0,0,0,2,0,0,0,3929,3931,3929,3931,5153,5153,0,0,0,0,0,0,0,0,0,0,5,0,
F5Networks/k8s-bigip-ctlr,d80310da3fccf69f7afdc4f08e445dd6e062f174,568769e113f32e53025ec4667c99e0f8caa6d5a6,HEAD,1512084334,2,0,0,0,0,0,0,0,0,0,0,0,0,3929,3931,3931,3929,5153,5151,0,0,3,3,0,0,5,107,0,7,335,7,
F5Networks/k8s-bigip-ctlr,568769e113f32e53025ec4667c99e0f8caa6d5a6,179e237d67ae8fd8c488e1d24da101d29fa65fa2,HEAD,1512082118,0,0,0,0,0,0,0,0,0,0,0,0,0,3929,3929,3929,3929,5151,5151,0,0,0,0,0,0,0,0,0,0,2,2,
F5Networks/k8s-bigip-ctlr,179e237d67ae8fd8c488e1d24da101d29fa65fa2,0a35bd3b4f76812449e402bb5cc49bcd57318fb7,HEAD,1511989009,0,0,0,0,0,0,0,0,2,0,0,0,0,3927,3929,3929,3927,5151,5151,0,0,0,0,0,0,0,0,0,0,1,1,
F5Networks/k8s-bigip-ctlr,0a35bd3b4f76812449e402bb5cc49bcd57318fb7,921def3f3877f14ed4b6d74d92a28b2f7134ba44,HEAD,1511985087,10,5,0,0,0,0,0,0,0,0,0,0,0,3917,3927,3927,3917,5151,5136,0,0,3,1,0,0,32,23,4,1,436,27,
F5Networks/k8s-bigip-ctlr,921def3f3877f14ed4b6d74d92a28b2f7134ba44,2e82a1456fd17d519db9ce0ca81bf92f42aae488,HEAD,1511905718,7,0,0,0,6,0,0,0,0,0,0,0,0,3910,3923,3917,3916,5136,5129,0,0,1,1,0,0,7,6,6,6,15,14,
F5Networks/k8s-bigip-ctlr,2e82a1456fd17d519db9ce0ca81bf92f42aae488,af42aa4cfd9233c7d32121ee2626950e125288fc,HEAD,1511890197,0,3,0,0,0,0,0,0,0,2,0,0,0,3916,3918,3916,3918,5135,5132,0,0,1,0,0,0,3,0,0,0,3,0,
F5Networks/k8s-bigip-ctlr,af42aa4cfd9233c7d32121ee2626950e125288fc,a0ae3ecffd2e5a61468eb6dcc7e19a9d59bad854,HEAD,1511209453,0,0,0,0,0,0,0,0,0,4,0,0,0,3918,3922,3918,3922,5132,5132,0,0,0,0,0,0,0,0,0,0,44,3,
F5Networks/k8s-bigip-ctlr,a0ae3ecffd2e5a61468eb6dcc7e19a9d59bad854,e06a817601a88f5ec7968cb460476fba3cd936f9,HEAD,1510956422,2,1,48,18,19,10,0,0,7,12,0,0,0,3865,3954,3922,3897,5132,5074,1,1,1,3,0,0,155,316,48,32,471,80,
